Rank,   Word,Percentage
1177,   immediately,0.010026547
1178,   element,0.010022302
1179,   conversation,0.010020179
1180,   welcome,0.010018056
1181,   university,0.010006231
1182,   nine,0.009996225
1183,   spirit,0.009988644
1184,   British,0.009984702
1185,   insurance,0.009984399
1186,   crisis,0.009983186
1187,   fan,0.00998167
1188,   brain,0.009961354
1189,   stress,0.009934671
1190,   replace,0.009911627
1191,   camp,0.009902833
1192,   sun,0.009898891
1193,   completely,0.009869782
1194,   stone,0.009864021
1195,   possibility,0.009844312
1196,   sample,0.009835215
1197,   dozen,0.009834002
1198,   display,0.009818538
1199,   vision,0.009811564
1200,   Chinese,0.009804287
1201,   text,0.009798829
1202,   hole,0.009794584
1203,   surprise,0.009793371
1204,   department,0.009779423
1205,   sales,0.009746979
1206,   tradition,0.009736366
1207,   abuse,0.009729695
1208,   boat,0.009726966
1209,   solution,0.009718779
1210,   mix,0.009669354
1211,   beginning,0.00966238
1212,   resident,0.009653284
1213,   wood,0.009642671
1214,   easily,0.009628723
1215,   conservative,0.009617807
1216,   ice,0.009607801
1217,   driver,0.00959173
1218,   Ms,0.009584756
1219,   communication,0.00957475
1220,   truck,0.009562318
1221,   desire,0.009535635
1222,   reader,0.009533816
1223,   distance,0.009515016
1224,   introduce,0.009504403
1225,   district,0.009498945
1226,   mountain,0.009497429
1227,   understanding,0.00949652
1228,   obviously,0.009490455
1229,   normal,0.009480146
1230,   winter,0.009468623
1231,   exchange,0.009466501
1232,   guide,0.00945134
1233,   identity,0.009449217
1234,   hide,0.009429508
1235,   independent,0.009413134
1236,   apartment,0.009403431
1237,   supposed,0.009401309
1238,   terms,0.00939858
1239,   horse,0.00939767
1240,   express,0.009383722
1241,   contract,0.00937129
1242,   Catholic,0.009345516
1243,   club,0.009339149
1244,   village,0.009321259
1245,   observe,0.009320046
1246,   gold,0.009318833
1247,   neither,0.009304885
1248,   Russian,0.009287602
1249,   presence,0.009285782
1250,   round,0.009265467
1251,   previous,0.009245151
1252,   alternative,0.009243938
1253,   reporter,0.009222713
1254,   basis,0.009210887
1255,   appeal,0.009189359
1256,   farm,0.00918481
1257,   tool,0.009183294
1258,   prison,0.009171772
1259,   refuse,0.00914903
1260,   circle,0.009137811
1261,   facility,0.009129018
1262,   tomorrow,0.009126289
1263,   contribute,0.009123863
1264,   trail,0.009120528
1265,   leadership,0.009110825
1266,   decline,0.009100819
1267,   principle,0.009099909
1268,   favor,0.009095057
1269,   flow,0.009046239
1270,   technique,0.00904442
1271,   match,0.009039872
1272,   taste,0.009037749
1273,   bright,0.009029865
1274,   additional,0.009027136
1275,   band,0.00902653
1276,   strength,0.00902653
1277,   tiny,0.009022588
1278,   rain,0.009015008
1279,   German,0.00900015
1280,   promote,0.00899924
1281,   willing,0.008985899
1282,   correct,0.008975589
1283,   ear,0.008974376
1284,   earn,0.008963157
1285,   highly,0.008961338
1286,   flight,0.008955577
1287,   emerge,0.008943751
1288,   wild,0.008936777
1289,   aspect,0.008932835
1290,   vehicle,0.00892101
1291,   lift,0.008900694
1292,   operate,0.008897965
1293,   advantage,0.008896449
1294,   protection,0.008895236
1295,   guest,0.00889281
1296,   graduate,0.008879165
1297,   Japanese,0.008859759
1298,   title,0.00885703
1299,   demonstrate,0.008844902
1300,   deliver,0.008844598
1301,   interested,0.008840353
1302,   host,0.008835502
1303,   context,0.008827618
1304,   quick,0.008826102
1305,   witness,0.00882307
1306,   procedure,0.008806696
1307,   waste,0.008800935
1308,   collect,0.008776981
1309,   content,0.008773342
1310,   doubt,0.008761213
1311,   learning,0.008753633
1312,   schedule,0.00875333
1313,   river,0.00875151
1314,   belief,0.008746052
1315,   settle,0.008740898
1316,   regard,0.008738169
1317,   competition,0.008718156
1318,   marry,0.00870906
1319,   faith,0.008705421
1320,   anybody,0.008703602
1321,   folk,0.008701782
1322,   border,0.008682983
1323,   lesson,0.008679041
1324,   mine,0.008677525
1325,   chairman,0.008659938
1326,   baseball,0.008657209
1327,   feed,0.008639926
1328,   annual,0.008632952
1329,   pack,0.008613545
1330,   path,0.008594443
1331,   honor,0.008592927
1332,   coffee,0.008590501
1333,   perspective,0.008588378
1334,   aid,0.008586559
1335,   finding,0.008564727
1336,   critic,0.008564121
1337,   failure,0.008561089
1338,   religion,0.008556844
1339,   academic,0.008555631
1340,   engage,0.00854896
1341,   mostly,0.008544108
1342,   anyway,0.008541683
1343,   Christmas,0.008504083
1344,   native,0.008498019
1345,   equipment,0.008497109
1346,   grant,0.008481039
1347,   soft,0.008481039
1348,   wake,0.008478007
1349,   egg,0.008464968
1350,   unless,0.008462239
1351,   voter,0.008419788
1352,   smoke,0.008418879
1353,   youth,0.008415847
1354,   editor,0.008409479
1355,   afraid,0.008407356
1356,   survive,0.008393712
1357,   gather,0.008386738
1358,   hey,0.008386738
1359,   responsible,0.008359448
1360,   intelligence,0.008355203
1361,   classroom,0.008347926
1362,   wonderful,0.008336706
1363,   affair,0.008317907
1364,   smell,0.008289101
1365,   stretch,0.008277579
1366,   nod,0.008272727
1367,   criminal,0.008271211
1368,   hell,0.008271211
1369,   historical,0.008267572
1370,   regular,0.008260902
1371,   category,0.008253321
1372,   insist,0.008249076
1373,   broad,0.008244831
1374,   grade,0.008240889
1375,   tip,0.008237857
1376,   quarter,0.008224819
1377,   construction,0.008221483
1378,   frame,0.008210871
1379,   gift,0.008202077
1380,   root,0.008202077
1381,   clothes,0.008196922
1382,   ignore,0.00819389
1383,   photograph,0.008193587
1384,   Internet,0.008181761
1385,   moral,0.008180852
1386,   grab,0.008172058
1387,   shoe,0.008170239
1388,   commit,0.008169633
1389,   background,0.008158717
1390,   lean,0.008155381
1391,   slightly,0.008152652
1392,   growing,0.008143859
1393,   negative,0.008140524
1394,   reaction,0.008117479
1395,   quiet,0.008105653
1396,   advance,0.008096254
1397,   committee,0.008095041
1398,   wine,0.008090493
1399,   deny,0.00808837
1400,   burn,0.008079577
1401,   following,0.008078667
1402,   threaten,0.008061687
1403,   combine,0.008056532
1404,   connection,0.008051074
1405,   transfer,0.008040158
1406,   apparently,0.008039248
1407,   active,0.008037429
1408,   participate,0.008035307
1409,   relatively,0.008028029
1410,   location,0.008024088
1411,   arrest,0.008021662
1412,   twice,0.008020146
1413,   double,0.008013475
1414,   victory,0.008011656
1415,   suspect,0.008004378
1416,   United,0.008003772
1417,   assessment,0.007980121
1418,   bone,0.007969205
1419,   overall,0.007961321
1420,   literature,0.007960715
1421,   appropriate,0.00795556
1422,   yesterday,0.007948889
1423,   destroy,0.007937367
1424,   aim,0.007934335
1425,   mistake,0.007907955
1426,   purchase,0.007903406
1427,   democracy,0.007895523
1428,   rush,0.007889458
1429,   healthy,0.007886426
1430,   extend,0.007874297
1431,   knee,0.007857014
1432,   request,0.007841246
1433,   bus,0.007838214
1434,   launch,0.007837305
1435,   tour,0.007817292
1436,   application,0.007803344
1437,   tape,0.007801828
1438,   neck,0.007797583
1439,   flower,0.007775145
1440,   Israeli,0.007774538
1441,   remind,0.007739668
1442,   medicine,0.007735423
1443,   aware,0.007732997
1444,   neighbor,0.007731178
1445,   photo,0.007729662
1446,   Iraqi,0.007715714
1447,   lady,0.007712681
1448,   depend,0.007703282
1449,   justice,0.007694792
1450,   tall,0.007672657
1451,   pair,0.007668108
1452,   educational,0.007665986
1453,   football,0.00766265
1454,   lip,0.007656283
1455,   representative,0.007640212
1456,   instruction,0.00763809
1457,   dangerous,0.007632025
1458,   print,0.007623535
1459,   eastern,0.00761171
1460,   hire,0.007602613
1461,   fair,0.007599884
1462,   writing,0.007578962
1463,   importance,0.007564104
1464,   hate,0.007556524
1465,   device,0.007555614
1466,   actor,0.007534389
1467,   fully,0.007532569
1468,   shut,0.007511647
1469,   studio,0.007509221
1470,   expression,0.007504067
1471,   salt,0.007492848
1472,   chemical,0.007483145
1473,   addition,0.007479809
1474,   breath,0.007479809
1475,   progress,0.007472835
1476,   famous,0.00746859
1477,   plate,0.007456765
1478,   slide,0.007454642
1479,   online,0.007452216
1480,   plastic,0.007447971
1481,   obtain,0.007440391
1482,   birth,0.007433417
1483,   familiar,0.007433417
1484,   Palestinian,0.007426443
1485,   chicken,0.007418256
1486,   theater,0.007412798
1487,   teaching,0.007394605
1488,   colleague,0.00738945
1489,   climb,0.00738854
1490,   domestic,0.007372166
1491,   island,0.00737156
1492,   sugar,0.007371257
1493,   alive,0.007333051
1494,   glance,0.007316677
1495,   jury,0.007299091
1496,   meaning,0.007296665
1497,   presidential,0.007294542
1498,   leaf,0.0072906
1499,   session,0.007280291
1500,   poll,0.007279988
1501,   extra,0.007279078
1502,   signal,0.007279078
1503,   Arab,0.007263311
1504,   software,0.007263311
1505,   injury,0.00725755
1506,   fuel,0.007257246
1507,   army,0.00725573
1508,   fellow,0.007254214
1509,   reading,0.007252698
1510,   liberal,0.007248453
1511,   Supreme,0.00724815
1512,   ticket,0.007247543
1513,   urban,0.007243602
1514,   athlete,0.007237234
1515,   sweet,0.007229653
1516,   peer,0.007227834
1517,   instrument,0.007226015
1518,   relative,0.007223892
1519,   otherwise,0.007214492
1520,   northern,0.00721146
1521,   lots,0.007201454
1522,   explore,0.007199635
1523,   strange,0.007199635
1524,   scientific,0.007183564
1525,   map,0.007175984
1526,   mental,0.007171132
1527,   corporate,0.007162339
1528,   engine,0.007161126
1529,   pocket,0.007149907
1530,   planet,0.007145965
1531,   bomb,0.007143539
1532,   intend,0.007142023
1533,   escape,0.00714172
1534,   swing,0.007135049
1535,   increasingly,0.007134443
1536,   somewhere,0.007133836
1537,   desk,0.007112004
1538,   mom,0.007110488
1539,   expand,0.007100482
1540,   disappear,0.007091992
1541,   empty,0.007084715
1542,   pool,0.007078954
1543,   kiss,0.00707198
1544,   metal,0.00707016
1545,   consequence,0.007067128
1546,   basically,0.007054393
1547,   danger,0.007048025
1548,   fourth,0.00704287
1549,   lock,0.007041051
1550,   lunch,0.007040748
1551,   assistant,0.007040445
1552,   copy,0.007038929
1553,   thin,0.007032864
1554,   regional,0.007029226
1555,   cast,0.007025587
1556,   minority,0.007024677
1557,   commitment,0.007020129
1558,   temperature,0.007007697
1559,   apart,0.007000723
1560,   thanks,0.006992536
1561,   conclusion,0.006984349
1562,   farmer,0.006975556
1563,   predict,0.006956453
1564,   adopt,0.006937653
1565,   sight,0.006937047
1566,   variable,0.006934015
1567,   carefully,0.006924615
1568,   proposal,0.006922492
1569,   shadow,0.006914306
1570,   emotional,0.006905209
1571,   works,0.006889745
1572,   outcome,0.006889442
1573,   soul,0.006887016
1574,   county,0.006875494
1575,   greatest,0.006874887
1576,   analyst,0.006871552
1577,   ethnic,0.006862455
1578,   repeat,0.006859423
1579,   enemy,0.00685912
1580,   weather,0.006848507
1581,   storm,0.00684123
1582,   terrorist,0.00684032
1583,   panel,0.006831224
1584,   chest,0.006824856
1585,   theme,0.006820611
1586,   regulation,0.006816063
1587,   e-mail,0.006812424
1588,   yellow,0.006807876
1589,   revenue,0.006805753
1590,   investor,0.00679514
1591,   fruit,0.006792411
1592,   novel,0.006789683
1593,   surround,0.006789379
1594,   organize,0.006788773
1595,   union,0.006786044
1596,   monitor,0.006785437
1597,   breast,0.006780586
1598,   married,0.006777554
1599,   loan,0.006769064
1600,   difficulty,0.006758148
1601,   somehow,0.00675178
1602,   post,0.006746929
1603,   conclude,0.006745716
1604,   impossible,0.006741471
1605,   generate,0.006735406
1606,   gender,0.006728432
1607,   invite,0.006718729
1608,   connect,0.006701143
1609,   largely,0.006700233
1610,   component,0.006696594
1611,   prime,0.006693562
1612,   permit,0.006691743
1613,   significantly,0.006682343
1614,   internal,0.006678401
1615,   code,0.006675369
1616,   setting,0.006672033
1617,   acknowledge,0.006665666
1618,   advice,0.006661724
1619,   nose,0.006652021
1620,   thick,0.006650202
1621,   muscle,0.006649898
1622,   trend,0.006638679
1623,   belong,0.006627157
1624,   locate,0.006623215
1625,   volunteer,0.006616848
1626,   notion,0.00661048
1627,   anymore,0.006601383
1628,   profit,0.006596229
1629,   extent,0.006588042
1630,   museum,0.006584403
1631,   recommend,0.006581977
1632,   expensive,0.006581674
1633,   being,0.006578339
1634,   propose,0.006577126
1635,   package,0.006569242
1636,   thinking,0.006568636
1637,   Muslim,0.006563178
1638,   quote,0.006562571
1639,   currently,0.006560449
1640,   select,0.006554688
1641,   load,0.006551049
1642,   contrast,0.006543772
1643,   bottle,0.006540133
1644,   hearing,0.006537404
1645,   meal,0.006536191
1646,   ought,0.006534978
1647,   bridge,0.006518301
1648,   visitor,0.006516179
1649,   shirt,0.006514966
1650,   angry,0.006514663
1651,   pop,0.006500715
1652,   unique,0.006499805
1653,   nearby,0.006478276
1654,   unlike,0.006474031
1655,   earth,0.006473728
1656,   cash,0.006471606
1657,   ensure,0.006470999
1658,   actual,0.006464935
1659,   traffic,0.006457354
1660,   crew,0.006439768
1661,   slip,0.006438252
1662,   brown,0.006420665
1663,   silence,0.006418846
1664,   appearance,0.006411871
1665,   cat,0.006408536
1666,   rank,0.006402472
1667,   capacity,0.00639853
1668,   comfortable,0.006398227
1669,   regime,0.006398227
1670,   perception,0.006393678
1671,   ad,0.006387008
1672,   beauty,0.006385795
1673,   obvious,0.006383369
1674,   shock,0.00638064
1675,   intervention,0.006373969
1676,   capture,0.006373059
1677,   snow,0.006370937
1678,   golf,0.006361234
1679,   accident,0.006356686
1680,   basketball,0.006353957
1681,   possibly,0.00635335
1682,   prefer,0.006351228
1683,   soil,0.006342131
1684,   contribution,0.006340918
1685,   sick,0.006339099
1686,   airport,0.00633637
1687,   joke,0.006325151
1688,   long-term,0.00631939
1689,   appreciate,0.006308777
1690,   governor,0.006307564
1691,   emergency,0.006305745
1692,   sheet,0.006303016
1693,   percentage,0.006299074
1694,   hardly,0.006293919
1695,   pause,0.00628361
1696,   command,0.006279668
1697,   user,0.006270875
1698,   estate,0.006268449
1699,   bowl,0.006265113
1700,   topic,0.006258443
1701,   tight,0.006252681
1702,   truly,0.006239037
1703,   declare,0.006231153
1704,   award,0.006228121
1705,   square,0.006226908
1706,   tooth,0.00622054
1707,   defend,0.006219024
1708,   frequently,0.006218418
1709,   zone,0.006207502
1710,   label,0.006205682
1711,   rating,0.006189612
1712,   funny,0.006185367
1713,   bedroom,0.006181728
1714,   ultimately,0.006181728
1715,   politician,0.006173541
1716,   requirement,0.006172935
1717,   crash,0.006170812
1718,   crazy,0.006168993
1719,   circumstance,0.00615838
1720,   extremely,0.00615838
1721,   steal,0.006154135
1722,   meat,0.006146555
1723,   fee,0.006144129
1724,   hall,0.006135942
1725,   pepper,0.006131091
1726,   duty,0.006126239
1727,   Jewish,0.006123813
1728,   pilot,0.0061226
1729,   stir,0.006117142
1730,   landscape,0.006116233
1731,   dad,0.00611411
1732,   pursue,0.00610562
1733,   surgery,0.006100162
1734,   investigate,0.006099859
1735,   faculty,0.006095917
1736,   kick,0.006092279
1737,   mirror,0.006088943
1738,   finance,0.006086214
1739,   giant,0.006084092
1740,   encounter,0.006078634
1741,   combination,0.006072266
1742,   manner,0.006068021
1743,   warn,0.006063169
1744,   beside,0.006049828
1745,   equal,0.006049828
1746,   ourselves,0.006041944
1747,   bond,0.006020719
1748,   golden,0.006019506
1749,   opposition,0.00601799
1750,   ancient,0.006009196
1751,   blame,0.006003132
1752,   eliminate,0.005995552
1753,   division,0.005995248
1754,   league,0.005993429
1755,   advocate,0.005992519
1756,   typical,0.005980694
1757,   chain,0.005969778
1758,   producer,0.005967049
1759,   veteran,0.005966746
1760,   crack,0.005962501
1761,   motion,0.005957952
1762,   branch,0.005953101
1763,   length,0.005950372
1764,   characteristic,0.005949462
1765,   rely,0.00594734
1766,   expectation,0.005944004
1767,   welfare,0.00593703
1768,   reference,0.005930663
1769,   forth,0.005922173
1770,   coverage,0.005919444
1771,   row,0.005918534
1772,   multiple,0.005916411
1773,   debt,0.005914592
1774,   meanwhile,0.005913986
1775,   solve,0.005913076
1776,   relief,0.00591065
1777,   net,0.005907012
1778,   ocean,0.005888819
1779,   industrial,0.005886393
1780,   gray,0.005884877
1781,   nurse,0.005877903
1782,   AIDS,0.005877599
1783,   smart,0.005873354
1784,   vegetable,0.005871232
1785,   beer,0.005866987
1786,   fix,0.005866987
1787,   confirm,0.005860316
1788,   secure,0.00585789
1789,   judgment,0.005856677
1790,   telephone,0.005855464
1791,   pour,0.005852129
1792,   contemporary,0.005850006
1793,   switch,0.005848794
1794,   assess,0.005827871
1795,   winner,0.005826659
1796,   cloud,0.005826052
1797,   era,0.005824536
1798,   attract,0.005820897
1799,   curriculum,0.005819685
1800,   tank,0.005809072
1801,   minister,0.005807859
1802,   interaction,0.005804827
1803,   principal,0.005803007
1804,   used,0.005800582
1805,   sector,0.005792395
1806,   complain,0.005792092
1807,   pleasure,0.005791182
1808,   seed,0.005785118
1809,   entirely,0.005783905
1810,   aside,0.005778144
1811,   protest,0.005776931
1812,   beneath,0.005775415
1813,   afford,0.005771776
1814,   essential,0.00577026
1815,   wing,0.005769653
1816,   initial,0.005766924
1817,   cite,0.005764499
1818,   achievement,0.005760557
1819,   volume,0.005757828
1820,   increased,0.005756312
1821,   rare,0.005754492
1822,   improvement,0.005754189
1823,   orange,0.00575328
1824,   anywhere,0.005752067
1825,   confidence,0.005747518
1826,   emphasize,0.005740848
1827,   abortion,0.005738422
1828,   resolution,0.005737512
1829,   draft,0.005736299
1830,   employ,0.00573448
1831,   hi,0.005733874
1832,   dish,0.005726899
1833,   master,0.005724777
1834,   specifically,0.005722654
1835,   surprised,0.00570719
1836,   somewhat,0.005700823
1837,   totally,0.005676262
1838,   rural,0.005659585
1839,   terrible,0.005657766
1840,   sink,0.005653217
1841,   brush,0.005648063
1842,   tired,0.005638966
1843,   core,0.005631082
1844,   barely,0.00561956
1845,   limited,0.005619257
1846,   busy,0.005609554
1847,   oppose,0.005604702
1848,   fashion,0.005604399
1849,   prior,0.005599244
1850,   beach,0.005594696
1851,   household,0.005594393
1852,   cream,0.00559227
1853,   experiment,0.005591361
1854,   strip,0.005590451
1855,   cheap,0.005570438
1856,   hero,0.005563464
1857,   divide,0.005560129
1858,   necessarily,0.005559219
1859,   seriously,0.0055574
1860,   route,0.005552852
1861,   towards,0.005550426
1862,   holiday,0.005548607
1863,   wheel,0.005547697
1864,   yield,0.005543452
1865,   cable,0.005541936
1866,   typically,0.005534962
1867,   fewer,0.005525562
1868,   definitely,0.005522833
1869,   pitch,0.005522833
1870,   useful,0.005520104
1871,   delay,0.005518891
1872,   hat,0.005517982
1873,   upper,0.005517375
1874,   grass,0.005500092
1875,   hill,0.005497666
1876,   everywhere,0.00549615
1877,   medium,0.005490995
1878,   fishing,0.005489176
1879,   merely,0.005486447
1880,   invest,0.005482202
1881,   opening,0.005475531
1882,   noise,0.005465221
1883,   gate,0.005457641
1884,   engineer,0.005455215
1885,   tone,0.005443996
1886,   legislation,0.005437932
1887,   secretary,0.005434293
1888,   Jew,0.0054255
1889,   careful,0.005423074
1890,   bet,0.005421558
1891,   incident,0.005421558
1892,   loud,0.00541701
1893,   proud,0.005409732
1894,   narrow,0.005409429
1895,   vast,0.005408216
1896,   milk,0.005400939
1897,   accuse,0.005390629
1898,   association,0.005384868
1899,   sir,0.005376985
1900,   explanation,0.005370617
1901,   physician,0.005369101
1902,   solid,0.005359398
1903,   reject,0.005353637
1904,   immigrant,0.005341205
1905,   intellectual,0.005341205
1906,   creative,0.005335747
1907,   guilty,0.005335444
1908,   technical,0.005334837
1909,   ideal,0.005332715
1910,   expose,0.005330895
1911,   civilian,0.00532847
1912,   collapse,0.005324528
1913,   massive,0.005321799
1914,   campus,0.005318767
1915,   observation,0.005306335
1916,   definition,0.005306031
1917,   twenty,0.005303606
1918,   enormous,0.005300877
1919,   scholar,0.005300877
1920,   unfortunately,0.005300877
1921,   talent,0.005298451
1922,   plenty,0.005289658
1923,   acquire,0.005286625
1924,   gay,0.005284503
1925,   virtually,0.005283896
1926,   succeed,0.005282987
1927,   celebrate,0.00528238
1928,   cheese,0.005280864
1929,   height,0.005276922
1930,   sharp,0.005276922
1931,   counter,0.005275406
1932,   assistance,0.0052748
1933,   scream,0.005258426
1934,   approve,0.005254484
1935,   visual,0.005250542
1936,   bike,0.00524751
1937,   compete,0.005234775
1938,   prosecutor,0.005233562
1939,   illegal,0.005232956
1940,   shout,0.005227194
1941,   closely,0.005221433
1942,   regarding,0.005221433
1943,   lower,0.005217188
1944,   plus,0.005215975
1945,   climate,0.005212033
1946,   participation,0.005211427
1947,   perceive,0.005209304
1948,   airline,0.005204453
1949,   sentence,0.005203847
1950,   cigarette,0.00520324
1951,   knock,0.005198995
1952,   bite,0.005197782
1953,   spiritual,0.005177163
1954,   wrap,0.00517686
1955,   criticism,0.005169583
1956,   proper,0.005162002
1957,   primarily,0.005159273
1958,   unusual,0.005153815
1959,   asset,0.005147751
1960,   depression,0.005147448
1961,   creation,0.005144719
1962,   convince,0.005138958
1963,   diet,0.005134409
1964,   passenger,0.005134409
1965,   personality,0.005134409
1966,   musical,0.005133803
1967,   forever,0.005121371
1968,   journalist,0.005111668
1969,   column,0.005097113
1970,   comparison,0.00509681
1971,   silent,0.005094688
1972,   exhibit,0.005089533
1973,   besides,0.005074372
1974,   self,0.005066185
1975,   selection,0.005065579
1976,   payment,0.005064972
1977,   bread,0.005059514
1978,   drag,0.005059211
1979,   existing,0.005049811
1980,   slice,0.005049508
1981,   consist,0.005047992
1982,   guarantee,0.00504405
1983,   weak,0.005041928
1984,   hello,0.005033437
1985,   universe,0.005032224
1986,   priority,0.005029192
1987,   sudden,0.005027676
1988,   suppose,0.005021915
1989,   lucky,0.005018276
1990,   roof,0.00500918
1991,   lab,0.005002509
1992,   agenda,0.004987651
1993,   initiative,0.004986438
1994,   planning,0.004983103
1995,   description,0.004977342
1996,   divorce,0.004975219
1997,   housing,0.004973703
1998,   trace,0.004966123
1999,   tea,0.004964607
2000,   therapy,0.004957936
2001,   consistent,0.004952781
2002,   library,0.004946717
2003,   wash,0.004946717
2004,   reply,0.00494611
2005,   ban,0.004941259
2006,   prayer,0.004941259
2007,   enable,0.004940349
2008,   bend,0.004937923
2009,   funding,0.004937014
2010,   expense,0.004934588
2011,   childhood,0.004932769
2012,   layer,0.004927311
2013,   factory,0.004924278
2014,   dramatic,0.004922156
2015,   gaze,0.00492155
2016,   cop,0.00492064
2017,   gap,0.004917001
2018,   evaluation,0.004916092
2019,   warning,0.004913666
2020,   pile,0.004913059
2021,   settlement,0.00490366
2022,   moreover,0.004900931
2023,   sad,0.004900931
2024,   chip,0.004900627
2025,   implement,0.004889105
2026,   excuse,0.00488486
2027,   excellent,0.004880008
2028,   formal,0.004875157
2029,   emotion,0.004870305
2030,   transition,0.004869093
2031,   phase,0.004865151
2032,   coat,0.004854538
2033,   championship,0.004853932
2034,   vs,0.004852416
2035,   widely,0.004851506
2036,   shall,0.004850596
2037,   remaining,0.00484908
2038,   steel,0.004846048
2039,   error,0.004845442
2040,   exposure,0.004845138
2041,   existence,0.004842106
2042,   magic,0.004827552
2043,   saving,0.004826339
2044,   substance,0.004823913
2045,   sauce,0.004822094
2046,   unable,0.004821487
2047,   symptom,0.004816939
2048,   alcohol,0.00481421
2049,   bother,0.004812087
2050,   album,0.004811784
2051,   reduction,0.004809662
2052,   deeply,0.004805417
2053,   lake,0.004801778
2054,   territory,0.004800262
2055,   wedding,0.004799655
2056,   transform,0.00479541
2057,   breathe,0.004794804
2058,   tablespoon,0.004792075
2059,   opponent,0.004791772
2060,   knife,0.004788436
2061,   recover,0.004786617
2062,   evaluate,0.004784798
2063,   cycle,0.004783282
2064,   re,0.004782675
2065,   brief,0.004781765
2066,   teaspoon,0.004780856
2067,   violent,0.004780249
2068,   philosophy,0.004774488
2069,   manufacturer,0.004772972
2070,   inform,0.004768121
2071,   coalition,0.004766605
2072,   passage,0.004761147
2073,   fairly,0.004760843
2074,   jacket,0.004758114
2075,   racial,0.004756598
2076,   resistance,0.004756295
2077,   discipline,0.004755689
2078,   immediate,0.004754476
2079,   negotiation,0.004754476
2080,   portion,0.004753566
2081,   stem,0.00475296
2082,   leading,0.004749927
2083,   grand,0.004748108
2084,   sand,0.004747805
2085,   downtown,0.004746895
2086,   desert,0.004746289
2087,   involvement,0.004742347
2088,   tension,0.004734463
2089,   interpretation,0.00473416
2090,   analyze,0.004726276
2091,   potato,0.004718393
2092,   flash,0.004716877
2093,   glad,0.004716877
2094,   opposite,0.00471627
2095,   preserve,0.004708083
2096,   Mexican,0.004704141
2097,   Spanish,0.004703535
2098,   dust,0.004692316
2099,   educator,0.004683826
2100,   joint,0.004682916
2101,   evil,0.00468049
2102,   pot,0.004671697
2103,   stream,0.004669574
2104,   enhance,0.004667452
2105,   numerous,0.004666239
2106,   juice,0.004665936
2107,   whisper,0.00466442
2108,   pump,0.004664116
2109,   gene,0.0046626
2110,   discovery,0.004656839
2111,   sale,0.004654717
2112,   ease,0.004654413
2113,   elect,0.004654413
2114,   emphasis,0.004650472
2115,   defeat,0.004646833
2116,   abandon,0.004646227
2117,   atmosphere,0.004642285
2118,   practical,0.004640162
2119,   interior,0.004639556
2120,   foundation,0.004631066
2121,   resolve,0.004627124
2122,   independence,0.004626821
2123,   marketing,0.004626821
2124,   arrange,0.004626517
2125,   investigator,0.004626517
2126,   distribution,0.004623788
2127,   psychological,0.004623788
2128,   pose,0.004618027
2129,   fundamental,0.004608627
2130,   approximately,0.00460044
2131,   missile,0.00459286
2132,   suicide,0.004592254
2133,   amazing,0.004585886
2134,   objective,0.004580731
2135,   previously,0.004576183
2136,   illustrate,0.00457588
2137,   wound,0.004567693
2138,   respondent,0.00456557
2139,   enforcement,0.004564054
2140,   digital,0.004562841
2141,   iron,0.004561325
2142,   boot,0.004558293
2143,   essentially,0.004554351
2144,   deficit,0.004550713
2145,   tale,0.0045495
2146,   bean,0.004547074
2147,   retire,0.004541919
2148,   parking,0.00453919
2149,   dimension,0.004537674
2150,   spending,0.004537674
2151,   vary,0.004534339
2152,   deserve,0.004531307
2153,   competitive,0.004529487
2154,   congressional,0.004528881
2155,   rarely,0.004521603
2156,   urge,0.004516146
2157,   poverty,0.004515236
2158,   priest,0.004514629
2159,   increasing,0.00451372
2160,   elsewhere,0.004513113
2161,   impose,0.004512204
2162,   Asian,0.004509778
2163,   tomato,0.004507049
2164,   mixture,0.004504623
2165,   engineering,0.004503714
2166,   creature,0.00450341
2167,   employer,0.004501591
2168,   tune,0.004494011
2169,   rent,0.004489462
2170,   occasion,0.004485217
2171,   implication,0.004484914
2172,   butter,0.004481579
2173,   disorder,0.004481579
2174,   ordinary,0.004480366
2175,   inspire,0.00447885
2176,   dominate,0.00447794
2177,   illness,0.004465205
2178,   bathroom,0.004464902
2179,   trap,0.004464598
2180,   visible,0.004454592
2181,   disaster,0.00445247
2182,   throat,0.00445156
2183,   cap,0.004448831
2184,   gentleman,0.004441554
2185,   entry,0.004440038
2186,   passion,0.004436702
2187,   entertainment,0.004431547
2188,   twin,0.004430031
2189,   severe,0.004429728
2190,   symbol,0.004425786
2191,   boss,0.004423057
2192,   maker,0.004422754
2193,   toss,0.004416386
2194,   adjust,0.004416083
2195,   attach,0.004412445
2196,   complaint,0.004412141
2197,   running,0.004409412
2198,   immigration,0.004404561
2199,   upset,0.004403954
2200,   prospect,0.004403045
2201,   transportation,0.004401529
2202,   habit,0.00439698
2203,   convention,0.004395768
2204,   whenever,0.004391826
2205,   peak,0.004390916
2206,   strongly,0.004384245
2207,   intense,0.004382123
2208,   king,0.00438
2209,   commander,0.004373936
2210,   arrangement,0.004367265
2211,   breakfast,0.004365446
2212,   equally,0.00436302
2213,   commission,0.004357562
2214,   reward,0.004347556
2215,   accomplish,0.004343614
2216,   wire,0.004339066
2217,   usual,0.004337549
2218,   rescue,0.004330272
2219,   recognition,0.004320569
